user_name,is_expert_reviewer,user_level,user_id,skin_types,age_range,is_repurchase,is_recommended,star_effectiveness,star_packaging,star_texture,star_value_for_money,source,created_at,total_likes,is_verified_purchase,details,duration_of_used,product_id,product_name,product_size,_source_file
Ayuindah774,False,Diva Star,5c1ac1733b351a3320fad579,Kulit Kombinasi;Cellulite;Stretch Mark;Skin Tightening;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-06-04T21:47:01.770Z,0,True,"salah satu sunacreen kecintaan aku, gampang menyerap, nggak berat diwajah, finishingnya nggak yang becek-becek gitu, cuma harganya aja yag kurang bersahabat huhu",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ameliapranata,False,Super Star,5eda835df373512eed07ee37,Kulit Kering;Kulit Kombinasi,25 - 29 th,yes,yes,5.0,5,5.0,4,review-ios,2023-06-04T17:54:12.420Z,0,True,Bestttttttt buat daily. Texture agak oily tapi somehow cocok dikulit aku. Repurchase gaktau yang keberapa. Harga masih okelah dengan pemakaian cukup lama.,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
ovieazka,False,Rising Star,609b6d089168115a9792ce3d,Kulit Kombinasi;Kulit Sensitif;Jerawat;Aging;Pori Besar,> 40 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-04T15:45:27.400Z,0,True,Suka banget ama produk cosrx trutama sun cream ini yg gak bikin muka jadi white cast so mo make up or not.. amaaan.. 😘😘 sengaja restok supaya gak k skip pake sunscreen ☺️,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
treszadharmayani,False,Super Star,5f46111d4c13d2ca69764df5,Kulit Kombinasi;Stretch Mark;Jerawat;Pori Besar;Komedo,19 - 24 th,maybe,yes,5.0,5,3.0,4,review-ios,2023-06-04T15:32:32.614Z,0,True,"been using this for 3 bulan, pengganti skintific sunscreen, for me aku kurang suka texture creamnya tapi gapapa ini effective banget untuk kulit yang berjerawat kea aku, bagus sihh, agak mahal tp efektif untuk sunscreen sebelum makeup tapi untuk reapply agak sulit ya apalagi pake makeup, texturenya kurang cocok untuk reapply pas kita lg makeupan:)",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
MahayaniCintya,False,Rising Star,61321982fca0a4575405bf40,Kulit Berminyak;Kulit Kombinasi;Skin Tightening;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,4.0,5,4.0,5,review-ios,2023-06-04T11:58:40.403Z,0,True,Untuk pemakaian hampir sebulan menurutku bagus karena di muka berminyak dan rentan jerawat seperti aku aman” aja pakenya asal jangan berlebihan karena bakalan jadi berminyak dan berat banget,Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Najwafadh,False,Rising Star,60a26ce0975116420873a488,,19 - 24 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-04T09:46:07.374Z,0,True,"Saat digunakan pada kulit kombinasi, wajah tidak terasa berat, greasy, ataupun lengket sesaat setelah pemakaian. Kulit wajah juga terasa lembap sesudahnya. Finish-nya satin-matte.
Bahkan, siang hingga sore hari pun wajah tidak terasa berminyak.",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
arlinarahma,False,Super Star,624308d8045aa49d197eae6d,Kulit Kering;Kulit Kombinasi;Kulit Sensitif;Aging;Pori Besar;Dark Circle;Komedo,> 40 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-04T09:19:03.452Z,0,True,Produk dipkai cepat meresap dan membuat lembab kulit ❤️😍 bakalan reputchase lagi nih…pokoknya sukaaaaaaaaaa banget…cocok bgt utk kulit kering dan sensitif😍,1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
gunawan1107,False,Rising Star,62e00dfe5d4672073461132b,,25 - 29 th,yes,yes,5.0,4,5.0,3,review-android,2023-06-04T08:31:16.034Z,0,True,"udah repurchase yang keberapa ya, karena emang udah cocok sama sunscreen cosrx ini, pakai sunscreen yang lain susah blend nya , harganya jarang banget diskon bedar jadi harus potong point deh",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
noviactyas,False,Super Star,5eee5f4d2b1087315d9e0226,Kulit Kering;Kulit Sensitif;Cellulite;Jerawat;Aging;Flek;Pori Besar;Kantung Mata;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-06-04T07:00:44.265Z,0,True,"kali pertama nyoba sunscreen langsung jatuh cinta sama ini, udh second purchase. semoga cocok selamanya 🫶 sering sering discoun ya min. luv luv luv luv",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
raniaqtrnd,False,Diva Star,5f016a3e9e9acd5f4b97bfa0,Kulit Kombinasi;Skin Tightening;Jerawat;Flek;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-04T04:50:04.556Z,0,True,"selalu repurchase sunscreen ini, finishnya bikin glowing dan ada tone upnya sedikit. bisa skip primer kalau dipake jadi skin prep sebelum make up..",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
melvinaa,False,Rising Star,5f13bb0df117d431f7795715,Kulit Kombinasi;Stretch Mark;Jerawat;Flek,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-04T04:43:18.983Z,0,True,"Sun screen yang ga bikin lengket di muka, ga bikin berminyak juga dan ga bikin white cast. Teksurnya jg ga terlalu thick dan terlalu watery. Dijamin bakalan cuco pake ini. Dah pake ini lama bgt",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
faiqdjoke,False,SOCO Star,60a139af31a37f4b8322be63,Kulit Kering;Kulit Sensitif;Stretch Mark;Pori Besar;Kulit Kusam;Komedo,< 18 th,yes,yes,5.0,5,5.0,4,review-ios,2023-06-04T03:56:22.747Z,0,True,"so far menurut aku ini sunscreen ter enak yang pernah aku pake, texturenya light dan dia bener bener tone up muka aku banget. aku selalu pake sunscreen ini diluar ruangan (outdoor) untuk beraktifitas atau olahraga, ini cukup efektif, dan pas keringetan ga bikin perih",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Sharayya,False,Rising Star,639e98b57c10305c0b33e10d,,< 18 th,maybe,yes,5.0,5,3.0,3,review-android,2023-06-03T18:52:17.771Z,0,True,sebenernya mungkin sunscreen ini bagus tapi gatau kenapa aku dan kaka aku pake ini agak gerah karna kaka aku acne prone skin dan type jerawatnya pie katanya pakai ini karna gerah jadi muka agak merah merah,3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
paulamills,False,Rising Star,61d4dfabb03372c3608e76e2,,30 - 34 th,yes,yes,5.0,5,5.0,4,review-android,2023-06-03T12:07:04.425Z,0,True,"Good product! Pertama kali coba dan seenak itu di muka, gampang diaplikasiin, mudah menyerap, ga bikin white cast, ga bikin muka berminyak juga dan wanginya enak",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
kristinatio,False,Super Star,63b2842611e6c121c1f07842,Kulit Kombinasi;Jerawat;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-06-03T10:08:45.535Z,0,True,enak sekali pake sunscreen ini. wangi dan pake ini muka jadi adem. tidak ada white cast dan kulit jadi terlihat cerah. ukurannya kecil jadi bisa dibawa ke mana-mana untuk reapplication.,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
putrivira,False,Super Star,5e897bfcefe03453506f48e5,Kulit Kering,19 - 24 th,maybe,yes,4.0,5,4.0,4,review-android,2023-06-03T08:15:22.124Z,0,True,"texture agak berminyak, cocok buat kukit kering, kalo biat berminyak kurang cocok, agak berat, tapi oke, agak lama nyerap juga, jadi bukan tipe sunscreen yang ringan",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Devys,False,Rising Star,5c1ac2843b351a3320fd081c,Kulit Berminyak;Jerawat;Aging;Flek;Kantung Mata,35 - 39 th,yes,yes,5.0,4,5.0,4,review-android,2023-06-03T07:14:24.135Z,0,True,Baru pertama coba karena teman bilang bagus. Efektif dan cocok untuk kulit aku yang sensitif. Semoga sering ada diskon. Bakal repeat order lagi next time.,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
mallkiss,False,SOCO Star,61a2dde71e2853ef1a241629,,19 - 24 th,yes,yes,5.0,5,5.0,4,review-android,2023-06-03T01:08:23.733Z,0,False,"Sukaa banget sama sun screen inii, salah satu favorit aku. Cepet banget nyerapnya dan ga bikin jadi terlalu putih, yang pasti langsung bisa nge set sama warna kulit aku.",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
daraay,False,Rising Star,6359d7ddc25c0d7eeafe2cec,,30 - 34 th,yes,yes,5.0,5,5.0,5,review-android,2023-06-02T23:42:04.873Z,0,True,baru ini nemu suncream yg cocok dgn jenis kulit. bagus bgf buat wajah lembab.ga kering ... tekstur nyaa lembut cepat meresap juga di wajah. suka bgt .,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
lisadevi,False,Super Star,5f05b20bed5ddf2f1d69b8eb,Kulit Kombinasi;Kulit Sensitif,30 - 34 th,maybe,yes,4.0,4,4.0,1,review-android,2023-06-02T16:20:19.383Z,0,True,"tidak ada whitecast, cocok dipakai sebelum make up , saat berkeringat tidak perih di mata. suncreen cepat meresap, packaging baik, ada tutup alumunium foil nya",Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
wirawanww,False,Rising Star,6106c81c92e3037444973445,Kulit Kering;Kulit Sensitif;Jerawat;Aging;Flek;Pori Besar,25 - 29 th,yes,yes,5.0,4,5.0,5,review-ios,2023-06-02T14:48:55.775Z,0,True,"Wajah saya termasuk sensitif terhadap sunscreen (bisa jerawatan) dan produk ini cepat meresap, tidak merubah warna kulit, aromanya soft jadi nyaman untuk dipakai sehari-hari.",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
mandala21,False,Rising Star,631f3743efb24111d7035150,Kulit Berminyak;Kulit Kusam,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-02T14:06:33.852Z,0,True,"Good product, i used this products for more than 4 months and it affects a lot to my face, the products is not sticky so i could wear it everyday. Thank you",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
hannaomegaO,False,SOCO Star,641434dc956fddeb2e5460d9,,30 - 34 th,yes,yes,5.0,5,5.0,5,review-android,2023-06-02T07:25:21.063Z,0,True,Sunscreen paling mantul. Akhirnya ketemu juga sunscreen yang cocok buat kulit wajahku. Bisa melembabkan wajah dan tidak meninggalkan white cast.. Beli banyak pas lagi promo.,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
clarissatjenjell,False,Rising Star,60599e6e7a93b8b7a1adfe31,Kulit Kering;Kulit Sensitif;Jerawat;Komedo,< 18 th,maybe,yes,4.0,5,3.0,4,review-ios,2023-06-02T05:00:55.430Z,0,True,"Baguss, dan seperti biasa cosrx walaupun agak mahal tapi emng isinya banyak dan worth it bgt buat di beli tapi di aku masi berasa ada white cast. Tapi ttp ok",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Nyaisalamah,False,Super Star,647329e9afc28a5cfe7bd660,Kulit Kombinasi;Cellulite;Stretch Mark;Skin Tightening;Aging;Flek;Dark Circle,30 - 34 th,maybe,yes,4.0,4,4.0,4,review-android,2023-06-02T03:33:10.048Z,0,True,Baru mau coba produk ini dan semoga bisa cocok untuk kulit kombinasi saya yang kusam dan bisa memproteksi dari sinar UV.  Dari segi harga cukup bersaing.,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
raheliapanjaitan,False,Super Star,63bad7690e3cfb1822898e0e,Kulit Kombinasi;Jerawat;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5.0,5,5.0,4,review-ios,2023-06-01T13:02:33.475Z,0,True,"Udah nyoba bbrp merek sunscreen lain dan so far ini yg paling cocok di kulitku👍🏻 Gak bikin berminyak, gak panas di sekitar mata, gak bikin timbul jerawat jg.",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
mrhasannudin,False,Rising Star,631dd5231600aca29b439f4a,Kulit Kering;Kulit Kombinasi;Flek;Kulit Kusam,30 - 34 th,yes,yes,5.0,5,5.0,5,review-ios,2023-06-01T12:11:19.291Z,0,True,"The texture is so good, no white cast and non sticky. It’s a little bit shining after used. To be honest this sunscreen is a bit pricey, and the tube is really small, need the bigger one ti be put in my room. The small one is good for travel.",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
dinisassy,False,Diva Star,5c78a186652c180006b04f20,Kulit Kering;Kulit Berminyak;Kulit Kombinasi;Stretch Mark;Flek;Kulit Kusam;Komedo,30 - 34 th,yes,yes,5.0,4,5.0,4,review-ios,2023-06-01T07:56:00.234Z,0,True,"Tekstur lembut dan gampang banget diratain, tidak ada whitecast dan nyaman di kulit yang cenderung berminyak tapi kalau ditimpa makeup agak kurang nyaman dan kurang blending kalo kebanyakan",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
fauzialaili,False,SOCO Star,64697312443e5c06aeb56443,Flek;Kulit Kering,> 40 th,yes,yes,5.0,5,5.0,4,review-android,2023-06-01T03:49:46.485Z,0,True,"revomended product buat kulit kering, sangat ringan, mudah diaplikasikan, tidak nampak kusam, alhamdulillah cocok, maaf foto tdk bs saya share, jd saya dd foto productnya,",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Bellatrix,False,Super Star,5c1abd643b351a3320f2c2b0,Kulit Kombinasi;Kulit Sensitif,19 - 24 th,yes,yes,5.0,5,5.0,5,review-android,2023-05-31T06:28:28.360Z,0,True,Bintang lima ⭐. Best sunscreen ever. Udh repurchase berkali-kali and will repurchase berkali-kali lagi for the rest of my life (pray that my skin won't ever react to this product 😩). My holy-grail sunscreen ❤️❤️❤️❤️❤️.,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
angelinevero20,False,Diva Star,618a36177ae836735847c1b8,Kulit Kombinasi;Kulit Sensitif;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-31T05:14:20.580Z,0,True,"Ga lengket, moisturizing, ngga ada white cast nya juga.. baunya lembut banget. So far suka banget pake ini.. bisa jadi pengganti moisturizer di pagi hari. COSRX products are great!",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Jpriscilla13,False,Rising Star,5c1ac11c3b351a3320fa4793,Kulit Kering;Kulit Kombinasi;Pori Besar;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-31T03:29:29.672Z,0,True,"Bagus bgtt! ❤️❤️No white cast, ga lengket , meresapnya cepat, yg paling penting.. ga bikin break out, bikin kulit ttp lembab 🫶🏻🫶🏻 entah ini packaging ke brp yg udh abs 🥹🫶🏻",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
gabrielleolivia,False,Super Star,61ac7e4e5dd18fe78e0fc39b,Kulit Berminyak;Jerawat;Pori Besar;Kulit Kusam;Komedo,< 18 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-30T19:00:10.802Z,0,True,"Udah pake ini dari 3 tahun lalu dan ga pernah ganti sama sekali, selain dia gada efek tone upnya , wangi produknya sama sekali ga ganggu dan cocok banget buat kulit aku yang gampang jerawatan",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Maharanidhara,False,Super Star,5e75a8ecdc1538008749c69f,Kulit Kering;Kulit Kombinasi;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-30T17:21:03.489Z,0,True,Salah satu suncreen yang paling cocok di kulitku yg super kering dan sensitiv. Dia ga whitecase di aku dan ga bikin berminyak. Gampang banget nyerepnya bikin sehat di wajahku juga. Best banget,More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
luscalus,False,Diva Star,609a70bcdb59c29775c7f064,Kulit Kering;Kulit Kombinasi;Kulit Sensitif;Cellulite;Stretch Mark;Kulit Kusam;Dark Circle,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-30T17:00:53.545Z,0,True,"nyaman banget dipake, waktu awal diaplikasiin dia keliatan sedikit mengkilap dan peach fuzzku jadi lebih keliatan gitu, tapi lama-lama nyerap dan ngga bikin kulit jadi minyakan",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
esthrlyhnn,False,Rising Star,63afb380426879f458ce14af,Kulit Berminyak;Kulit Sensitif;Jerawat;Pori Besar;Komedo,< 18 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-30T13:29:29.980Z,0,True,"Ini dipake sama mama ku dan mama ku si suka banget katanya bagus dan gak bikin muka minyakan banget, texture nya si agak cream tapi gak yang beratt gitu.",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
jojooo98,False,Rising Star,631e0821da069b306445e223,Kulit Kombinasi;Kulit Sensitif;Jerawat;Pori Besar;Kulit Kusam;Komedo,25 - 29 th,maybe,yes,4.0,4,5.0,4,review-ios,2023-05-30T07:43:56.154Z,1,False,"Sunscreen enak bgtt, no whitecast, ga bikin berminyak dan ga bikin jerawatan malah bikin calm muka, i likeee, tapi agk pricey di zaman skrg banyak ss lokal yg bagus2 dan lebih murah",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
vivitoktavia,False,Super Star,5f1eb4748fff841303645d4c,Kulit Kombinasi;Flek;Kantung Mata,30 - 34 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-30T01:54:59.046Z,0,True,"Sun cream yg ga bkin pindah ke lain hati,,texture meskipun kelihatan thick tpi pas di apply cpet bgt ngeresep nya dan yg penting ga bkin greasy,,gtw uda botol keberapa krna emang seenak itu ,,love",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Zahrayuteri,False,Super Star,5c4d5a06d2f706000672e7fd,Kulit Berminyak;Jerawat;Flek;Pori Besar;Kulit Kusam;Dark Circle,25 - 29 th,yes,yes,5.0,5,5.0,5,review-android,2023-05-30T01:39:22.668Z,0,True,"Almost 3 years using this product and it never fails me! Tekturnya cepat menyerap dan ringan. Dulu kulit wajah suka belang, tapi setelah memakai ini, sudah tidak lagi. Love it!",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Sheveyy,False,Rising Star,600575472b667019aaeee188,Kulit Kombinasi,< 18 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-29T17:56:46.505Z,0,True,"Selalu repurchase produk ini emang gapernah salah. Tekturnya enak dan melembabkan, sangat cocok untuk normal to dry skin. Dipakai seharian dan reapply pun juga selalu aman.",More than 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
mminar24,False,Diva Star,606c152b95365931a6a3e631,Kulit Normal;Kulit Kering;Aging;Dark Circle,25 - 29 th,maybe,yes,5.0,4,5.0,4,review-android,2023-05-29T17:17:50.854Z,0,True,sebenernya ini temen yang make jadi nggak tau gimana ini sunscreen. tapi cosrx udah pasti bagus sihhh produknya.... sunscreen ini juga cepat menyerap dan aman untuk kulit sensitive,Less than 1 Week,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
annekrisnawati,False,SOCO Star,63fb7e7ff706b3533719f3ff,,,yes,yes,5.0,5,5.0,5,review-android,2023-05-29T14:45:38.186Z,0,True,produk yg cocok banget buat muka aku.. the best pokonya. aku udh abis 3-4 tube. muka jadi lebih lembab. tekturnya ringan jd bisa dipake setiap hari. love it,6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
litayennifer,False,Super Star,62453a58b41428d3973c9644,Flek;Kulit Kusam;Kulit Kombinasi,30 - 34 th,yes,yes,4.0,5,5.0,4,review-ios,2023-05-29T12:00:24.654Z,0,True,I have used this just over a month. Not sure if it works well in protecting my face from the uv light but the texture is nice and it smells good as well.,1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
AtaniaElfarikh,False,Rising Star,6136fddcfa0fdd096e14dfe5,Kulit Berminyak;Jerawat;Pori Besar;Komedo,25 - 29 th,yes,yes,4.0,4,3.0,4,review-ios,2023-05-29T07:53:30.055Z,0,True,"Coba pakai 2 jari terasa terlalu berat jadi pakainya tidak usah terlalu banyak, walau berat tapi cocok untuk kulit berminyak, tidak lengket setelah dipakai",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
vaniadevita,False,Rising Star,6431edeab5fb582c7d774dc2,Jerawat;Kulit Kusam;Kantung Mata;Dark Circle;Komedo;Kulit Berminyak,19 - 24 th,maybe,yes,5.0,4,4.0,5,review-android,2023-05-29T06:40:41.705Z,0,True,"tekstur krim gt ternyata, kurang cocok kalo mau buru buru pergi pake ini, tapi untuk efektifitas nya ya bagus kok aku baru pertama kali pake juga cocok aja",1 Week - 1 Month,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
Alice190,False,Rising Star,63452811a1aa7c404c982bec,Kulit Normal,19 - 24 th,yes,yes,5.0,4,5.0,4,review-android,2023-05-29T04:20:35.532Z,0,True,"Udah repurchase yang kesekian kali and it's still my favourite sunscreen. Sunscreennya ini texturenya creamy dan ada kandungan aloe yang bikin dia bisa rangkap moisturizer. Ngga bikin muka minyakan and jerawatan, nyerap lumayan cepet, and no white cast!!! Love it and will defo repurchase",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
rosdiananoviana,False,Super Star,63ba631479fb24fc6f1686a4,Kulit Sensitif;Aging;Flek;Pori Besar,35 - 39 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-29T01:55:39.118Z,0,True,"Untuk produk ini dah ngga usah di ragukan lg, udah beli ke berapa kali. Dan akan tetap pake terus, untuk harga sih lumayan mahal tapi bisa sampe 3 bulan baru abis.",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
vidyacan,False,Super Star,5c8cba74122f86000607e93d,Kulit Kering;Jerawat;Flek;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,25 - 29 th,yes,yes,5.0,5,5.0,5,review-ios,2023-05-28T20:16:08.569Z,0,True,"Texture ok dan cukup melembabkan kulit kering (tp wajib layer moisturizer ya), ga greasy, tp ada white cast tp masih bisa diterima. 
Travel friendly karena bentuknya tube jadi aman.",6 Months - 1 Year,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
talithaak,False,Rising Star,5d7eca8ea538de00082e5cfd,Kulit Kombinasi;Kulit Sensitif;Stretch Mark;Skin Tightening;Jerawat;Pori Besar;Kulit Kusam;Kantung Mata;Dark Circle;Komedo,19 - 24 th,yes,yes,5.0,5,4.0,4,review-ios,2023-05-28T18:13:05.909Z,0,True,"aku pake sunscreen ini dari akhir desember 2022, sejauh ini uda mau abisin 3 tube karena enak dipake dimuka, selain bantu ngelembabin jg kasih efek lebih cerah. aku yg males pake skincare ngerasa lebih nyaman pake sunscreen ini krna ga perlu pake moisturizer lg. cuma pake nya harus secukupnya aja jangan dua ruas jari, karena kalo kebanyakan dia malah pilling.",3 - 6 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
maharanitashan,False,Rising Star,5c1ab05f3b351a3320ca264a,Kulit Berminyak;Jerawat;Pori Besar;Dark Circle,19 - 24 th,maybe,yes,5.0,5,4.0,5,review-ios,2023-05-28T17:38:44.561Z,0,True,"Suka sama sunscreen ini. Isinya banyak. Teksturnya ok sih, tapi ga matte gitu ya. Jadi siang tuh kdg jadi berminyak dan kusam (kalo cuma pake sunscreen nya). Tapi overall suka sih",1 - 3 Months,19048,Aloe Soothing Sun Cream SPF 50+ PA+++,50 ml,review_19048_12094-aloe-soothing-sun-cream-spf-50-pa.csv
